epoch,step,val_loss,val_acc,train_epoch_time,train_loss
73,2071,,,13.417454719543457,1.2095544338226318
74,2099,1.2124683856964111,0.8444444537162781,,
74,2099,,,13.486786842346191,1.206855297088623
75,2127,1.2133138179779053,0.8333333134651184,,
75,2127,,,13.00245189666748,1.2066123485565186
76,2155,1.2160308361053467,0.8111110925674438,,
76,2155,,,13.675371170043945,1.2079932689666748
77,2183,1.2154675722122192,0.8311111330986023,,
77,2183,,,13.443961143493652,1.206413984298706
78,2211,1.2186634540557861,0.8288888931274414,,
78,2211,,,13.521695137023926,1.207224726676941
79,2239,1.2111750841140747,0.8266666531562805,,
79,2239,,,13.699400901794434,1.2064019441604614
80,2267,1.2125542163848877,0.8377777934074402,,
80,2267,,,13.460740089416504,1.2056576013565063
81,2295,1.211563229560852,0.8288888931274414,,
81,2295,,,12.795042991638184,1.2061474323272705
82,2323,1.21094810962677,0.800000011920929,,
82,2323,,,13.450543403625488,1.2058454751968384
83,2351,1.2107148170471191,0.804444432258606,,
83,2351,,,11.842132568359375,1.205470323562622
84,2379,1.2122538089752197,0.8311111330986023,,
84,2379,,,11.954020500183105,1.2055761814117432
85,2407,1.2117464542388916,0.800000011920929,,
85,2407,,,12.208663940429688,1.205536961555481
86,2435,1.210964322090149,0.8422222137451172,,
86,2435,,,11.96870231628418,1.2061163187026978
87,2463,1.2188472747802734,0.7955555319786072,,
87,2463,,,11.809178352355957,1.2051666975021362
88,2491,1.2131233215332031,0.8066666722297668,,
88,2491,,,12.174182891845703,1.205965280532837
89,2519,1.2118107080459595,0.8244444727897644,,
89,2519,,,12.116151809692383,1.2053710222244263
90,2547,1.2125262022018433,0.8022222518920898,,
90,2547,,,11.952737808227539,1.2044875621795654
91,2575,1.2128185033798218,0.8444444537162781,,
91,2575,,,11.929615020751953,1.204993486404419
92,2603,1.212676763534546,0.8422222137451172,,
92,2603,,,11.148685455322266,1.2047958374023438
93,2631,1.2128299474716187,0.8288888931274414,,
93,2631,,,12.561375617980957,1.204870581626892
94,2659,1.2126350402832031,0.800000011920929,,
94,2659,,,11.084280014038086,1.2041479349136353
95,2687,1.2126108407974243,0.8488888740539551,,
95,2687,,,11.28042984008789,1.2045255899429321
96,2715,1.212268590927124,0.8066666722297668,,
96,2715,,,11.394512176513672,1.204163670539856
97,2743,1.212785005569458,0.8311111330986023,,
97,2743,,,11.193502426147461,1.2042887210845947
98,2771,1.2113639116287231,0.8422222137451172,,
98,2771,,,10.686284065246582,1.2041096687316895
99,2799,1.212212085723877,0.7977777719497681,,
99,2799,,,10.099254608154297,1.2043771743774414
