epoch,val_loss,val_acc,step,train_loss,train_epoch_time
65,1.6481554508209229,0.35330259799957275,5345,,
65,,,5345,1.3981695175170898,48.10246276855469
66,1.645711064338684,0.3740399479866028,5426,,
66,,,5426,1.3977504968643188,13.439652442932129
67,1.6477587223052979,0.3663594424724579,5507,,
67,,,5507,1.397692084312439,46.27326965332031
68,1.6477645635604858,0.35253456234931946,5588,,
68,,,5588,1.3974573612213135,12.511871337890625
69,1.6433945894241333,0.3878648281097412,5669,,
69,,,5669,1.3977925777435303,48.06101989746094
70,1.6482783555984497,0.39324116706848145,5750,,
70,,,5750,1.4002975225448608,13.794376373291016
71,1.643326997756958,0.3886328637599945,5831,,
71,,,5831,1.3995988368988037,45.7042236328125
72,1.6573643684387207,0.3494623601436615,5912,,
72,,,5912,1.3978581428527832,12.775318145751953
73,1.613735556602478,0.4270353317260742,5993,,
73,,,5993,1.4003826379776,47.25009536743164
74,1.6288188695907593,0.41013824939727783,6074,,
74,,,6074,1.4000625610351562,13.982091903686523
75,1.6492828130722046,0.35483869910240173,6155,,
75,,,6155,1.3985440731048584,45.61001968383789
76,1.6461645364761353,0.35407066345214844,6236,,
76,,,6236,1.3974504470825195,12.268133163452148
77,1.6464086771011353,0.39093703031539917,6317,,
77,,,6317,1.3965579271316528,47.95535659790039
78,1.6450343132019043,0.3901689648628235,6398,,
78,,,6398,1.396243691444397,53.37205123901367
79,1.6507641077041626,0.35253456234931946,6479,,
79,,,6479,1.3964558839797974,12.59611988067627
80,1.6406465768814087,0.40168970823287964,6560,,
80,,,6560,1.3964521884918213,47.352298736572266
81,1.6479970216751099,0.35483869910240173,6641,,
81,,,6641,1.3973748683929443,12.73706340789795
82,1.64606773853302,0.3571428656578064,6722,,
82,,,6722,1.3956750631332397,47.23421859741211
83,1.6496013402938843,0.3894009292125702,6803,,
83,,,6803,1.3966624736785889,12.444833755493164
84,1.6410671472549438,0.40015360713005066,6884,,
84,,,6884,1.3960871696472168,30.603370666503906
85,1.643618106842041,0.3955453038215637,6965,,
85,,,6965,1.3958680629730225,12.906821250915527
86,1.6501615047454834,0.3486943244934082,7046,,
86,,,7046,1.395958662033081,13.231561660766602
87,1.643095850944519,0.3978494703769684,7127,,
87,,,7127,1.3950812816619873,12.287630081176758
88,1.6499351263046265,0.35253456234931946,7208,,
88,,,7208,1.395186185836792,38.0128059387207
89,1.6477316617965698,0.35407066345214844,7289,,
89,,,7289,1.3948545455932617,12.43583869934082
90,1.6474144458770752,0.3556067645549774,7370,,
90,,,7370,1.3951047658920288,12.095632553100586
91,1.6470452547073364,0.3579109013080597,7451,,
91,,,7451,1.3947738409042358,12.418463706970215
92,1.6487789154052734,0.35176652669906616,7532,,
92,,,7532,1.3945142030715942,11.996816635131836
93,1.644779086112976,0.3978494703769684,7613,,
93,,,7613,1.3944945335388184,12.658889770507812
94,1.6430608034133911,0.40015360713005066,7694,,
94,,,7694,1.3945286273956299,12.378900527954102
95,1.6534234285354614,0.3509984612464905,7775,,
95,,,7775,1.3944566249847412,13.221952438354492
96,1.644999623298645,0.35944700241088867,7856,,
96,,,7856,1.4001028537750244,12.873801231384277
97,1.6410861015319824,0.40015360713005066,7937,,
97,,,7937,1.3977296352386475,13.511505126953125
98,1.6465860605239868,0.35944700241088867,8018,,
98,,,8018,1.3970755338668823,12.36758041381836
99,1.6403471231460571,0.36712750792503357,8099,,
99,,,8099,1.3959236145019531,12.062886238098145
